id	domain	intent	src_utt	translated-tgt_utt
3582	Airconditioner	SetTemperatureToValueOnDevice	set my kids room thermostat to 81 degrees	ustaw temperaturę na moim termostacie w salonie na 81 degrees
3583	Airconditioner	SetTemperatureToValueOnDevice	set my nursery thermostat to 75 degrees fahrenheit	ustaw temperaturę na mojej babci na 75 degrees fahrenheit
3584	Airconditioner	SetTemperatureToValueOnDevice	set temperature on my game room thermostat to off	ustaw temperaturę na moim termostacie w sali do grania
3585	Airconditioner	SetTemperatureToValueOnDevice	set the temperature to 22 degree on my music room thermostat	ustaw temperaturę na moim termostacie w salonie na 22 stopni
3586	Airconditioner	SetTemperatureToValueOnDevice	set the temperature to 76 degrees fahrenheit on my home gym thermostat	ustaw temperaturę na moim termostacie w gimnastyce na 76 degrees fahrenheit
3587	Airconditioner	SetTemperatureToValueOnDevice	modify temperature on my laundry room thermostat to 77 degrees fahrenheit	zmień temperaturę na moim termostacie w praniu na 77 degrees fahrenheit
3588	Airconditioner	SetTemperatureToValueOnDevice	modify temperature on my storage room thermostat to 18 degrees celsius	zmień temperaturę na moim termostacie w salonie na 18 degrees celsius
3589	Airconditioner	SetTemperatureToValueOnDevice	modify temperature on my kids room thermostat to 75 degrees fahrenheit	zmień temperaturę na moim termostacie w pokoju dla dzieci na 75 degrees fahrenheit
3590	Airconditioner	SetTemperatureToValueOnDevice	modify temperature on my nursery thermostat to 25 degrees celsius	zmień temperaturę na moim termostacie w łazience na 25 degrees celsius
3591	Airconditioner	SetTemperatureToValueOnDevice	modify the temperature to 24 degrees celsius on my guest room thermostat	zmień temperaturę na moim termostacie w pokoju gościnnym na 24 degrees celsius
3592	Airconditioner	SetTemperatureToValueOnDevice	modify the temperature to 22 degree on my game room thermostat	zmień temperaturę na moim termostacie w salonie na 22 degree
3593	Airconditioner	SetTemperatureToValueOnDevice	modify the temperature to 15 degrees celsius on my music room thermostat	modyfikuj temperaturę na moim termostacie w salonie na 15 degrees celsius
3594	Airconditioner	SetTemperatureToValueOnDevice	modify the temperature to 76 degrees fahrenheit on my home theater room thermostat	zmień temperaturę na moim termostacie w kinie na 76 degrees fahrenheit
3595	Airconditioner	SetTemperatureToValueOnDevice	modify my garage thermostat to 21 degrees celsius	zmień temperaturę na moim termostacie w garażu na 21 degrees celsius
3596	Airconditioner	SetTemperatureToValueOnDevice	modify my basement thermostat to 18 degree	modyfikuj mój termostat na podłogę na 18 degree
3597	Airconditioner	SetTemperatureToValueOnDevice	modify my wine cellar thermostat to 20 degree	modyfikuj temperaturę na moim termostacie w komórce do wina na 20 degree
3598	Airconditioner	SetTemperatureToValueOnDevice	modify temperature on my attic thermostat to 14 degrees celsius	zmień temperaturę na moim termostacie w pobliżu na 14 degrees celsius
3599	Airconditioner	SetTemperatureToValueOnDevice	modify temperature on my living room thermostat to 17 degree	zmień temperaturę na moim termostacie w salonie na 17 degree
3600	Airconditioner	SetTemperatureToValueOnDevice	modify temperature on my kitchen thermostat to 19 degree	zmień temperaturę na moim termostacie w kuchni na 19 degree
3601	Airconditioner	SetTemperatureToValueOnDevice	modify the temperature to 80 degrees fahrenheit on my hall thermostat	zmień temperaturę na moim termostacie w salonie na 80 degrees fahrenheit
3602	Airconditioner	SetTemperatureToValueOnDevice	modify the temperature to eighty in degrees fair in height on my spawtherm istete	modyfikuj temperaturę na osiemdziesiątce w toruniu degrees w wysokości na moim toruniu
3603	Airconditioner	SetTemperatureToValueOnDevice	modify the temperature to 81 degrees fahrenheit on my spa thermostat	zmień temperaturę na moim termostacie w spa na 81 degrees fahrenheit
3604	Airconditioner	SetTemperatureToValueOnDevice	adjust temperature on my living room thermostat to 19 degree	dostosuj temperaturę na moim termostacie w salonie do 19 degree
3605	Airconditioner	SetTemperatureToValueOnDevice	adjust temperature on my bedroom thermostat to 81 degrees fahrenheit	dostosuj temperaturę na moim termostacie w sypialni na 81 degrees fahrenheit
3606	Airconditioner	SetTemperatureToValueOnDevice	adjust temperature on my spa thermostat to 83 degrees fahrenheit	dostosuj temperaturę na moim termostacie w spa na 83 degrees fahrenheit
3607	Airconditioner	SetTemperatureToValueOnDevice	adjust the temperature to 79 degrees fahrenheit on my max room thermostat	dostosuj temperaturę na moim termostacie w maksymalnym pokoju na 79 degrees fahrenheit
3608	Airconditioner	SetTemperatureToValueOnDevice	adjust the temperature to 17 degrees celsius on my keeping room thermostat	dostosuj temperaturę na moim termostacie w salonie do 17 degrees celsius
3609	Airconditioner	SetTemperatureToValueOnDevice	adjust the temperature to 19 degrees celsius on my enterance hall thermostat	dostosuj temperaturę na moim termostacie w salonie do 19 degrees celsius
3610	Airconditioner	SetTemperatureToValueOnDevice	adjust the temperature to 78 degrees fahrenheit on my foyer thermostat	dostosuj temperaturę na moim termostacie w foyeru do 78 degrees fahrenheit
3611	Airconditioner	SetTemperatureToValueOnDevice	adjust my max room thermostat to 83 degrees fahrenheit	dostosuj temperaturę na moim termostacie w maksymalnym pokoju na 83 degrees fahrenheit
3612	Airconditioner	SetTemperatureToValueOnDevice	adjust my adam room thermostat to 79 degrees fahrenheit	dostosuj temperaturę na moim termostacie w salonie na 79 degrees fahrenheit
3613	Airconditioner	SetTemperatureToValueOnDevice	adjust my keeping room thermostat to 25 degree	dostosuj temperaturę na moim termostacie w salonie do 25 degree
3614	Airconditioner	SetTemperatureToValueOnDevice	a just temperature on my entrance whole firmest at to seventeen degrees celsious	temperatura na moim wejściu na siedemnaście degrees celsious
3615	Airconditioner	SetTemperatureToValueOnDevice	adjust temperature on my pantry thermostat to 78 degrees fahrenheit	dostosuj temperaturę na moim termostacie w pantry na 78 degrees fahrenheit
3616	Airconditioner	SetTemperatureToValueOnDevice	adjust the temperature to 29 degrees celsius on my dining room thermostat	ustaw temperaturę na moim termostacie w salonie na 29 degrees celsius
3617	Airconditioner	SetTemperatureToValueOnDevice	adjust the temperature to 23 degrees celsius on my reception thermostat	ustaw temperaturę na moim termostacie w recepcji na 23 degrees celsius
3618	Airconditioner	SetTemperatureToValueOnDevice	adjust the temperature to 82 degrees fahrenheit on my reception room thermostat	dostosuj temperaturę na moim termostacie w recepcji na 82 degrees fahrenheit
3619	Airconditioner	SetTemperatureToValueOnDevice	let reception set temperature to 82 degrees fahrenheit	ustaw temperaturę na 82 degrees fahrenheit na recepcji
3620	Airconditioner	SetTemperatureToValueOnDevice	let reception room set temperature to 16 degrees celsius	ustaw temperaturę na 16 degrees celsius
3621	Airconditioner	SetTemperatureToValueOnDevice	let den set temperature to 24 degree	ustaw temperaturę na 24 stopni
3622	Airconditioner	SetTemperatureToValueOnDevice	let den set temperature to 16 degrees celsius	ustaw temperaturę na 16 degrees celsius
3623	Airconditioner	SetTemperatureToValueOnDevice	let family room set temperature to 78 degrees	ustaw temperaturę na 78 degrees
3624	Airconditioner	SetTemperatureToValue	change the temperature on my thermostat to 20 degree	zmień temperaturę na moim termostacie na 20 degree
3625	Airconditioner	SetTemperatureToValue	change the temperature on my thermostat to 14 degrees celsius	zmień temperaturę na moim termostacie na 14 degrees celsius
3626	Airconditioner	SetTemperatureToValue	change the temperature to 17 degree on my thermostat	zmień temperaturę na moim termostacie na 17 stopni
3627	Airconditioner	SetTemperatureToValue	change the temperature to 80 degrees fahrenheit on my thermostat	zmień temperaturę na moim termostacie na 80 degrees fahrenheit
3628	Airconditioner	SetTemperatureToValue	change the temperature to 23 degree on my thermostat	zmień temperaturę na moim termostacie na 23 degree
3629	Airconditioner	SetTemperatureToValue	change the temperature to 81 degrees fahrenheit on my thermostat	zmień temperaturę na moim termostacie na 81 degrees fahrenheit
3630	Airconditioner	SetTemperatureToValue	change my firmest et to a treter degrees farenheight	zmień mój silnik na treter degrees farenheight
3631	Airconditioner	SetTemperatureToValue	change my firmestet to seventine degrees farren height	zmień moją firmę na siedem stopni farren height
3632	Airconditioner	SetTemperatureToValue	change my thermostat to 79 degrees fahrenheit	zmień mój termostat na 79 degrees fahrenheit
3633	Airconditioner	SetTemperatureToValue	change my thermostat to 25 degree	zmień mój termostat na 25 degree
3634	Airconditioner	SetTemperatureToValue	change my thermostat to 17 degrees celsius	zmień mój termostat na 17 degrees celsius
3635	Airconditioner	SetTemperatureToValue	change my thermostat to 19 degrees celsius	zmień mój termostat na 19 degrees celsius
3636	Airconditioner	SetTemperatureToValue	set the temperature on my firmest debt to which he twotter degrees faren height	ustaw temperaturę na moim najsurowszym długie na którą twotter degrees faren height
3637	Airconditioner	SetTemperatureToValue	set the temperature on my thermostat to 82 degrees fahrenheit	ustaw temperaturę na moim termostacie na 82 degrees fahrenheit
3638	Airconditioner	SetTemperatureToValue	set the temperature to 24 degree on my thermostat	ustaw temperaturę na moim termostacie na 24 degree
3639	Airconditioner	SetTemperatureToValue	set the temperature to 78 degrees on my thermostat	ustaw temperaturę na moim termostacie na 78 degrees
3640	Airconditioner	SetTemperatureToValue	set the temperature to 21 degree on my thermostat	ustaw temperaturę na moim termostacie na 21 stopni
3641	Airconditioner	SetTemperatureToValue	set the temperature to 80 degrees on my thermostat	ustaw temperaturę na moim termostacie na 80 degrees
3642	Airconditioner	SetTemperatureToValue	set my thermostat to 80 degrees	ustaw mój termostat na 80 degrees
3643	Airconditioner	SetTemperatureToValue	set my thermostat to 82 degrees	ustaw mój termostat na 82 degrees
3644	Airconditioner	SetTemperatureToValue	set my firmest at to twenty skies degree celsius	ustaw mój silnik na dwadzieścia skies degree celsius
3645	Airconditioner	SetTemperatureToValue	set my thermostat to 26 degrees celsius	ustaw mój termostat na 26 degrees celsius
3646	Airconditioner	SetTemperatureToValue	set my thermostat to 77 degrees fahrenheit	ustaw mój termostat na 77 degrees fahrenheit
3647	Airconditioner	SetTemperatureToValue	modify the temperature on my thermostat to 25 degrees celsius	zmień temperaturę na moim termostacie na 25 degrees celsius
3648	Airconditioner	SetTemperatureToValue	modify the temperature to 22 degree on my thermostat	zmień temperaturę na moim termostacie na 22 degree
3649	Airconditioner	SetTemperatureToValue	modify the temperature to 15 degrees celsius on my thermostat	zmień temperaturę na moim termostacie na 15 degrees celsius
3650	Airconditioner	SetTemperatureToValue	modify the temperature to 21 degrees celsius on my thermostat	zmień temperaturę na moim termostacie na 21 degrees celsius
3651	Airconditioner	SetTemperatureToValue	modify my thermostat to 18 degree	modyfikuj mój termostat na 18 degree
3652	Airconditioner	SetTemperatureToValue	modify my thermostat to 20 degree	zmień mój termostat na 20 degree
3653	Airconditioner	SetTemperatureToValue	modify my thermostat to 14 degrees celsius	modyfikuj mój termostat na 14 degrees celsius
3654	Airconditioner	SetTemperatureToValue	modify my thermostat to 19 degree	modyfikuj mój termostat na 19 degree
3655	Airconditioner	SetTemperatureToValue	adjust the temperature on my thermostat to 79 degrees fahrenheit	ustaw temperaturę na moim termostacie na 79 degrees fahrenheit
3656	Airconditioner	SetTemperatureToValue	adjust the temperature to 25 degree on my thermostat	dostosuj temperaturę na moim termostacie do 25 stopni
3657	Airconditioner	SetTemperatureToValue	adjust the temperature to 17 degrees celsius on my thermostat	ustaw temperaturę na moim termostacie na 17 degrees celsius
