id	domain	intent	src_utt	translated-tgt_utt	eval_text_translation
5137	Console	ConsoleRM	get rid of directory Untitled_Diagram_drawio for good	pozbyj się katalogu Untitled_Diagram_drawio for good	0
5095	Console	ConsoleRM	delete path seminarium_samsung_20210115	usuń plik seminarium_samsung_20210115	1
5108	Console	ConsoleRM	move directory web_en to trashcan	przenieś katalog web_en do trashcan	0
5109	Console	ConsoleRM	move resource 9781601982957_summary_pdf to trash	przenieś plik <a> 9781601982957_summary_pdf to trash	0
5103	Console	ConsoleRM	move path aspell6_pl_6_0_20061121_0_tar_bz2 to trash	przenieś plik aspell6_pl_6_0_20061121_0_tar_bz2 do śmieci	1
5122	Console	ConsoleRM	put path Jorgensen_2007_1_pdf in recycling bin	daj plik <b>jorgensen_2007_1_pdf<b> do recyklingu	0
5161	Console	ConsoleRM	i need file find_digits_py to be removed	potrzebuję plik find_digits_py do usunięcia	0
5123	Console	ConsoleRM	put directory scredence protentory trinty contersping to pendumster	umieść katalog na scredence protentory trinty contersping do pendumster	0
5147	Console	ConsoleRM	place resource LPTC_Lab1_Zad2_MateuszPawłowski_300488_zip in trash	umieść plik <a>Lab1_Zad2_MateuszPawłowski_300488_zip in trash	0
5149	Console	ConsoleRM	anihilate resource lstm_char_cnn_pull	anihilate resource lstm_char_cnn_pull	0
5207	Contacts	CreateContactWithNameAndWithNumberAndWithType	keep new contact griselda with number 364 6963 as home	trzymaj nowy kontakt griselda z numerem 364 6963	0
5191	Contacts	CreateContactWithNameAndWithNumberAndWithType	create a new contact using a name ronald embry with the number +61 02 6417 2237	stwórz nowy kontakt o nazwie ronald embry o numerze telefonu +61 02 6417 2237	1
5196	Contacts	CreateContactWithNameAndWithNumberAndWithType	create a new contact and call it chip with number 919 439 3612	stwórz nowy kontakt nazywając go chip z numerem 919 439 3612	1
5202	Contacts	CreateContactWithNameAndWithNumberAndWithType	create a new contact and call it julie wiesemann and add the number 459 3660 as office	stwórz nowy kontakt nazywając go julie wiesemann z numerem 459 3660	1
5205	Contacts	CreateContactWithNameAndWithNumberAndWithType	remember a new contact poe with number 180 8840	pamiętaj nowy pociąg kontaktowy o numerze 180 8840	0
5188	Contacts	CreateContactWithNameAndWithNumberAndWithType	create a new contact and name it blanche norberg and add the number 761 3045 as work	stwórz nowy kontakt nazywając go blanche norberg z numerem telefonu 761 3045	1
5199	Contacts	CreateContactWithNameAndWithNumberAndWithType	create a new contact and call it alexander behar with the number 754 522 7281 as work	stwórz nowy kontakt nazywając go alexander behar z numerem 754 522 7281	1
5173	Contacts	CreateContactWithNameAndWithNumberAndWithType	add a new contact using a name cassandra cremin and give it a number +61 03 2220 8548 as work	dodaj do kontaktów cassandra cremin z numerem telefonu +61 03 2220 8548 jako typ pracy	1
5170	Contacts	CreateContactWithNameAndWithNumberAndWithType	add a new contact using a name miranda duka with a number +61 04 8549 5548	dodaj do kontaktów miranda duka z numerem telefonu +61 04 8549 5548	1
5180	Contacts	CreateContactWithNameAndWithNumberAndWithType	add a new contact and call it susanne rodiquez with the number 971 578 5552 as work	dodaj do kontaktów susanne rodiquez z numerem telefonu 971 578 5552 jako typ pracy	1
7290	Gdrive	CreateFile	send content of a file i've created to google drive	edytuj plik i prześlij go na google drive	0
7281	Gdrive	CreateFile	make a new google drive file	zrób nowy plik w google drive	1
7284	Gdrive	CreateFile	start a new google drive file	stwórz nowy plik w google drive	1
7291	Gdrive	CreateFile	send content of a new file to google drive	edytuj plik i prześlij go na google drive	0
7283	Gdrive	CreateFile	make a new file in google drive	zrób nowy plik w google drive	1
7279	Gdrive	CreateFile	create a file in google drive	utwórz plik w google drive	1
7289	Gdrive	CreateFile	coin a new file in google drive	montowanie nowego pliku w google drive	0
7286	Gdrive	CreateFile	start a new file in google drive	stwórz nowy plik w google drive	1
7287	Gdrive	CreateFile	build a file in google drive	utwórz plik w google drive	1
7282	Gdrive	CreateFile	make a file in google drive	utwórz plik w google drive	1
7257	Gdrive	CreateFileWithName	make a new file in google drive named bert	zrób nowy plik w google drive o nazwie bert	1
7276	Gdrive	CreateFileWithName	scent content of a newfile metric side made to google drive	scent of a newfile metric side made to google drive	0
7274	Gdrive	CreateFileWithName	send content of a new file tmx to google drive	edytuj plik i prześlij go na google drive	0
7251	Gdrive	CreateFileWithName	create a file in google drive named zad 2	stwórz plik w google drive o nazwie zad 2	1
7268	Gdrive	CreateFileWithName	coin a file in google drive named iis	coin plik w google drive o nazwie iis	0
7254	Gdrive	CreateFileWithName	make a new file with name przedsiebiorstwo 4 on google drive	zrób nowy plik o nazwie przedsiebiorstwo 4 na google drive	1
7258	Gdrive	CreateFileWithName	start a file in google drive named content	uruchom plik w google drive o nazwie zawartość	0
7264	Gdrive	CreateFileWithName	build a new file with name frames on google drive	stwórz nowy plik o nazwie ramki na google drive	1
7275	Gdrive	CreateFileWithName	send content of a new file mt 6323 to google drive	edytuj plik mt 6323 do google drive	1
7261	Gdrive	CreateFileWithName	start a new file in google drive named deeplearning	stwórz nowy plik w google drive o nazwie deeplearning	1
9683	Spotify	CreatePlaylist	save a music playlist	zapisz playlistę	0
9666	Spotify	CreatePlaylist	create new playlist	utwórz nową playlistę	1
9676	Spotify	CreatePlaylist	add new music playlist	dodaj nową playlistę	1
9685	Spotify	CreatePlaylist	new music list	nowa muzyka	0
9681	Spotify	CreatePlaylist	save new music playlist	zapisz nową playlistę	1
9667	Spotify	CreatePlaylist	create a playlist	stwórz playlistę	1
9684	Spotify	CreatePlaylist	save a music list	zapisz playlistę	0
9671	Spotify	CreatePlaylist	make new music list	utwórz nową playlistę	0
9679	Spotify	CreatePlaylist	add a music list	dodaj playlistę	0
9669	Spotify	CreatePlaylist	create a new list	utwórz nową listę	1
9616	Spotify	CreatePlaylistWithName	make playlist named makes me smile	zrób playlistę o tytule uśmiech	1
9644	Spotify	CreatePlaylistWithName	add a new playlist titled spring breeze	dodaj nową playlistę spring breeze	1
9640	Spotify	CreatePlaylistWithName	add a playlist titled the number ones	dodaj playlistę the number ones	0
9642	Spotify	CreatePlaylistWithName	add a new playlist named todays hits	dodaj nową playlistę todays hits	1
9636	Spotify	CreatePlaylistWithName	add new playlist named freshman year	dodaj nową playlistę freshman year	1
9627	Spotify	CreatePlaylistWithName	make a new playlist named the way life goes	zrób nową playlistę o tytule way life goes	1
9654	Spotify	CreatePlaylistWithName	save a playlist titled phone numbers	zapisz playlistę numer telefonu	1
9648	Spotify	CreatePlaylistWithName	save playlist titled blind channel	zapisz playlistę blind channel	1
9625	Spotify	CreatePlaylistWithName	make a playlist titled channeling my inner kat stratford	zrób playlistę o tytule channeling my inner kat stratford	1
9622	Spotify	CreatePlaylistWithName	make new playlist titled cole porter songbook	zrób nową playlistę cole porter songbook	1
8816	Speaker	DecreaseVolume	reduce my speaker 's volume	zmniejsz odrobinę głośność głośnika	1
8811	Speaker	DecreaseVolume	lower the music	wycisz muzykę	0
8819	Speaker	DecreaseVolume	cut down the sound	wylacz dźwięk	0
8800	Speaker	DecreaseVolume	decrease speaker 's volume	zmniejsz głośność	1
8796	Speaker	DecreaseVolume	turn down volume of my speaker	zmniejsz głośność mojego głośnika	1
8815	Speaker	DecreaseVolume	reduce speaker 's volume	zredukuj głośność głośnika	1
8808	Speaker	DecreaseVolume	lower sound	zmniejsz dźwięk	1
8803	Speaker	DecreaseVolume	decrease music volume	zmniejsz głośność głośnika	1
8825	Speaker	DecreaseVolume	slow down my speaker	spowolnij tempo mojego głośnika	0
8814	Speaker	DecreaseVolume	reduce the volume of my speaker	zredukuj głośność mojego głośnika	1
8761	Speaker	DecreaseVolumeByPercent	reduce speaker 's volume down by 11	zmniejsz głośność o 11 procent	0
8793	Speaker	DecreaseVolumeByPercent	5 less and sound volume would be perfect	5 mniejszy głośność byłaby doskonała	0
8779	Speaker	DecreaseVolumeByPercent	lower the volume of my speaker by 64	skręć głośność o 64 procent	0
8773	Speaker	DecreaseVolumeByPercent	make volume of my speaker quieter by 84	zrób odrobinę ciszej o 84	0
8789	Speaker	DecreaseVolumeByPercent	set lower speaker 's volume by 36	ustaw dźwięk o 36 procent	0
8788	Speaker	DecreaseVolumeByPercent	set lower the volume of my speaker by 96	ustaw dźwięk o 96 procent	0
8750	Speaker	DecreaseVolumeByPercent	decrease speaker 's volume by 3	zmniejsz głośność o 3	1
8784	Speaker	DecreaseVolumeByPercent	cut down my speaker 's volume by 57	skręć głośność o 57 procent	1
8794	Speaker	DecreaseVolumeByPercent	47 less and sound volume would be great	47 ciszej głośności byłoby wspaniałe	0
8772	Speaker	DecreaseVolumeByPercent	make volume of speaker quieter by 30	zrób odrobinę ciszej o 30	0
10072	Translate	DetectLanguage	predict what language le quattordici is written in	przewiduj w jakim języku jest napis le quattordici	0
10081	Translate	DetectLanguage	determine the language of dopo domani	podaj język after domani	1
10080	Translate	DetectLanguage	tell me what language domani is written in	powiedz mi w jakim języku jest napisane domani	1
10070	Translate	DetectLanguage	detect what language podría usted hablar más lento por favor is written in	wykryj w jakim języku możesz mówić wolniej	0
10071	Translate	DetectLanguage	predict what language je ne suis pas intéressé	przewiduj język którego nie jesteś zainteresowany	0
10084	Translate	DetectLanguage	determine what language du thon is written in	zdefiniuj język, w którym jest napis du thon	1
10083	Translate	DetectLanguage	determine what language nie ma za co	zdefiniuj jaki język nie ma za co	0
10075	Translate	DetectLanguage	at was language met ro	w języku met ro	0
10078	Translate	DetectLanguage	tell me the language of eine zahnbürste	podaj język jedne zahnbürste	0
10068	Translate	DetectLanguage	detect the language of sausage	wykryj język sosu	0
15312	Wikipedia	DownloadAsPdf	save article as pdf file	zachowaj ten artykuł jako pdf	1
15336	Wikipedia	DownloadAsPdf	keep that page as a deaf file	zachowaj tę stronę jako deaf	0
15321	Wikipedia	DownloadAsPdf	save that page as pdf	zachowaj tę stronę jako pdf	1
15326	Wikipedia	DownloadAsPdf	save that article as pdf file	zachowaj ten artykuł jako pdf	1
15297	Wikipedia	DownloadAsPdf	download article as a pdf	ściągnij ten artykuł jako pdf	1
15327	Wikipedia	DownloadAsPdf	save that article as a pdf	zachowaj ten artykuł jako pdf	1
15325	Wikipedia	DownloadAsPdf	save that page as a pdf file	zachowaj tę stronę jako pdf	1
15343	Wikipedia	DownloadAsPdf	get this page as pdf file	weź tę stronę jako pdf	0
15333	Wikipedia	DownloadAsPdf	keep this article as pdf file	zachowaj ten artykuł jako pdf	1
15305	Wikipedia	DownloadAsPdf	download this article as a pdf	ściągnij ten artykuł jako pdf	1
5276	Contacts	EditContactWithName	open the contact gustaf for edition	otwórz kontakt gustaf do edycji	1
5229	Contacts	EditContactWithName	change contact joelle pfeiff	zmień kontakt joelle pfeiff	1
5243	Contacts	EditContactWithName	update contact mary dettmering	aktualizuj kontakt mary dettmering	1
5284	Contacts	EditContactWithName	open the contact winifred acfalle and edit	otwórz kontakt winifred acfalle żeby go edytować	1
5289	Contacts	EditContactWithName	open the contact leila iozzi and edit	otwórz kontakt leila iozzi do edycji	1
5240	Contacts	EditContactWithName	update contact ann alimo	aktualizuj kontakt ann alimo	1
5288	Contacts	EditContactWithName	open the contact dwight and edit	otwórz kontakt dwight i edytuj	1
5262	Contacts	EditContactWithName	correct contact alanna ocon	poprawny kontakt alanna ocon	0
5246	Contacts	EditContactWithName	update my contact jesse	zaktualizuj mój kontakt	1
5292	Contacts	EditContactWithName	do some changes to contact young	zrób jakieś zmiany w kontakcie młody	1
5390	Contacts	EditContactWithNumber	made a mistake in sixty onto four thousand two hundred sixtencing five thousand nine hundred sixty spen is different person	popełnił błąd w sześćdziesiąt na cztery tysiące dwieście sześćdziesiątce pięć tysięcy dziewięćset sześćdziesiąt spen jest inna osoba	0
5337	Contacts	EditContactWithNumber	update the name of my contact with the phone number 165 5150	aktualizuj nazwę mojego kontaktu o numerze telefonu 165 5150	1
5392	Contacts	EditContactWithNumber	made a mistake and 770 630 6074 is different person	popełnił błąd i 770 630 6074 jest inna osoba	0
5345	Contacts	EditContactWithNumber	update the name of the contact with the phone number 103 7329	aktualizuj nazwę kontaktu o numerze telefonu 103 7329	1
5334	Contacts	EditContactWithNumber	change contact with the phone number 156 8611	zmień nazwę kontaktu o numerze 156 8611	1
5350	Contacts	EditContactWithNumber	update contact with the number +61 07 6565 6957	aktualizuj nazwę kontaktu z numerem +61 07 6565 6957	1
5367	Contacts	EditContactWithNumber	modify contact with the phone number 136 9617	modyfikuj nazwę kontaktu o numerze telefonu 136 9617	1
5312	Contacts	EditContactWithNumber	edit contact with the phone number 540 677 9274	edytuj nazwę kontaktu o numerze telefonu 540 677 9274	1
5326	Contacts	EditContactWithNumber	change the name of the contact with the number 011 48 100 774	zmień nazwę kontaktu o numerze telefonu 011 48 100 774	1
5358	Contacts	EditContactWithNumber	modify the name of the contact with the number eight hundred forty five hundred twentwe to eight thousand seven hundred seventephuw	modyfikuj nazwę kontaktu o numerze telefonu osiemset czterdzieści pięćset dwudziesty do ośmiu tysięcy siedemset siedemnaście	0
5479	Contacts	EditNumberInContactWithName	edit the number of my contact named matt bolden	edytuj numer mojego kontaktu który nazywa się matt bolden	1
5552	Contacts	EditNumberInContactWithName	here is new ivy number	tu jest nowy numer ivy	1
5546	Contacts	EditNumberInContactWithName	correct the number of the contact called anthony	popraw numer kontaktu który nazywa się anthony	1
5488	Contacts	EditNumberInContactWithName	change number of the contact named rupert yanni	zmień numer kontaktu o nazwie rupert yanni	1
5511	Contacts	EditNumberInContactWithName	update the number of the contact called shania scroggie	aktualizuj numer kontaktu o nazwie shania scroggie	1
5516	Contacts	EditNumberInContactWithName	modify number of my contact named mason shaer	modyfikuj numer mojego kontaktu o nazwie mason shaer	1
