id	domain	intent	src	src_bio	src_xml	translated-tgt_xml	translated-tgt_plain_post	eval_text_translation	eval_slot_translation
3860	Calendar	CheckCalendarEventName	display details of flight to vader meeting to me	o o o b-event_name i-event_name i-event_name o o o	display details of <a>flight to vader<a> meeting to me	pokaż mi szczegóły spotkania <a>lotnika do wader<a>	pokaż mi szczegóły spotkania lotnika do wader	0	0
3833	Calendar	CheckCalendarEventName	check my appointment called meeting with timmy bovian	o o o o b-event_name i-event_name i-event_name i-event_name	check my appointment called <a>meeting with timmy bovian<a>	sprawdź moją wizytę o nazwie <a>spotkanie z timmy bovian<a>	sprawdź moją wizytę o nazwie spotkanie z timmy bovian	1	1
3828	Calendar	CheckCalendarEventName	check appointment called dinner with floyd knapper	o o o b-event_name i-event_name i-event_name i-event_name	check appointment called <a>dinner with floyd knapper<a>	sprawdź spotkanie o nazwie <a>kolacja z floyd knapper<a>	sprawdź spotkanie o nazwie kolacja z floyd knapper	1	1
3845	Calendar	CheckCalendarEventName	show details of dinner with alison prosenick meeting to me	o o o b-event_name i-event_name i-event_name i-event_name o o o	show details of <a>dinner with alison prosenick<a> meeting to me	pokaż mi <a>kolację z alison prosenick<a>	pokaż mi kolację z alison prosenick	0	1
3868	Calendar	CheckCalendarEventName	when have i scheduled jacqueline birhday event	o o o o b-event_name i-event_name o	when have i scheduled <a>jacqueline birhday<a> event	kiedy zaplanowałem wydarzenie <a>jacqueline birhday<a>	kiedy zaplanowałem wydarzenie jacqueline birhday	1	1
3853	Calendar	CheckCalendarEventName	show me meeting with jack event	o o b-event_name i-event_name i-event_name o	show me <a>meeting with jack<a> event	pokaż mi wydarzenie <a>spotkanie z jackem<a>	pokaż mi wydarzenie spotkanie z jackem	1	1
3864	Calendar	CheckCalendarEventName	read details of meeting with sandra wilmot appointment to me	o o o b-event_name i-event_name i-event_name i-event_name o o o	read details of <a>meeting with sandra wilmot<a> appointment to me	przeczytaj mi szczegóły <a>spotkania z sandra wilmot<a>	przeczytaj mi szczegóły spotkania z sandra wilmot	1	1
3872	Calendar	CheckCalendarEventName	give me information about meeting with hedworth event	o o o o b-event_name i-event_name i-event_name o	give me information about <a>meeting with hedworth<a> event	podaj mi informacje o wydarzeniu <a>spotkanie z hedworth<a>	podaj mi informacje o wydarzeniu spotkanie z hedworth	1	1
3834	Calendar	CheckCalendarEventName	check details of event called flight to rosie	o o o o o b-event_name i-event_name i-event_name	check details of event called <a>flight to rosie<a>	sprawdź szczegóły wydarzenia o nazwie <a>lot do rosie<a>	sprawdź szczegóły wydarzenia o nazwie lot do rosie	1	1
3886	Calendar	CheckCalendarOnDate	do i have appointments December 10th	o o o o b-date i-date	do i have appointments <a>December 10th<a>	czy mam spotkania <a>dziesiątego grudnia<a>	czy mam spotkania dziesiątego grudnia	1	1
3873	Calendar	CheckCalendarOnDate	check whats appointments November 23rd	o o o b-date i-date	check whats appointments <a>November 23rd<a>	sprawdź spotkania <a>23 listopada<a>	sprawdź spotkania 23 listopada	1	1
3891	Calendar	CheckCalendarOnDate	are there any events on 6th September 2024	o o o o b-date i-date i-date i-date	are there any events <a>on 6th September 2024<a>	czy są jakieś wydarzenia <a>6 września 2024 roku<a>	czy są jakieś wydarzenia 6 września 2024 roku	1	1
3880	Calendar	CheckCalendarOnDate	display my agenda on 7th March 2024	o o o b-date i-date i-date i-date	display my agenda <a>on 7th March 2024<a>	pokaż mój kalendarz <a>siódmego marca 2024<a>	pokaż mój kalendarz siódmego marca 2024	1	1
3903	Calendar	CheckCalendarOnDate	give me information about incoming events	o o o o o o	give me information about incoming events	podaj mi informacje o nadchodzących wydarzeniach	podaj mi informacje o nadchodzących wydarzeniach	1	1
3884	Calendar	CheckCalendarOnDate	read my agenda August 21st	o o o b-date i-date	read my agenda <a>August 21st<a>	przeczytaj mi mój kalendarz <a>21 sierpnia<a>	przeczytaj mi mój kalendarz 21 sierpnia	1	1
3897	Calendar	CheckCalendarOnDate	find events November 24th	o o b-date i-date	find events <a>November 24th<a>	znajdź wydarzenia <a>24 listopada<a>	znajdź wydarzenia 24 listopada	1	1
3895	Calendar	CheckCalendarOnDate	how many appointments do i have August 18th	o o o o o o b-date i-date	how many appointments do i have <a>August 18th<a>	ile spotkań mam <a>18 sierpnia<a>	ile spotkań mam 18 sierpnia	1	1
3893	Calendar	CheckCalendarOnDate	give me my meetings May 11th	o o o o b-date i-date	give me my meetings <a>May 11th<a>	pokaż mi moje spotkania z <a>11 maja<a>	pokaż mi moje spotkania z 11 maja	1	1
3890	Calendar	CheckCalendarOnDate	am i booked on 21st December	o o o b-date i-date i-date	am i booked <a>on 21st December<a>	czy mam rezerwację na <a>21st grudnia<a>	czy mam rezerwację na 21st grudnia	1	1
8506	Slack	CheckChannelHistory	search for the slack channel history	o o o o o o	search for the slack channel history	szukaj historii kanału na slacku	szukaj historii kanału na slacku	1	1
8499	Slack	CheckChannelHistory	check history of slack channel	o o o o o	check history of slack channel	sprawdź historię kanału na slacku	sprawdź historię kanału na slacku	1	1
8500	Slack	CheckChannelHistory	check history of my slack channel	o o o o o o	check history of my slack channel	sprawdź historię kanału na slacku	sprawdź historię kanału na slacku	0	1
8508	Slack	CheckChannelHistory	what has been written on my channel	o o o o o o o	what has been written on my channel	co zostało napisane na moim kanale	co zostało napisane na moim kanale	1	1
8509	Slack	CheckChannelHistory	what has been written on my slack channel	o o o o o o o o	what has been written on my slack channel	co zostało napisane na moim kanale na slacku	co zostało napisane na moim kanale na slacku	1	1
8502	Slack	CheckChannelHistory	get history of my slack channel	o o o o o o	get history of my slack channel	przełącz historię kanału na slacku	przełącz historię kanału na slacku	0	1
8501	Slack	CheckChannelHistory	get history of slack channel	o o o o o	get history of slack channel	przełącz historię kanału na slacku	przełącz historię kanału na slacku	0	1
8503	Slack	CheckChannelHistory	show history of my slack channel	o o o o o o	show history of my slack channel	pokaż historię kanału na slacku	pokaż historię kanału na slacku	0	1
8505	Slack	CheckChannelHistory	find the slack channel history	o o o o o	find the slack channel history	znajdź historię kanału na slacku	znajdź historię kanału na slacku	1	1
8507	Slack	CheckChannelHistory	what has been written on that channel	o o o o o o o	what has been written on that channel	co zostało napisane na tym kanale	co zostało napisane na tym kanale	1	1
8517	Slack	CheckLastMessages	display latest slack messages	o o o o	display latest slack messages	pokaż ostatnie wiadomości na slacku	pokaż ostatnie wiadomości na slacku	1	1
8520	Slack	CheckLastMessages	get latest slack messages	o o o o	get latest slack messages	pokaż ostatnie wiadomości na slacku	pokaż ostatnie wiadomości na slacku	0	1
8515	Slack	CheckLastMessages	show my last messages on slack	o o o o o o	show my last messages on slack	pokaż mi ostatnie wiadomości na slacku	pokaż mi ostatnie wiadomości na slacku	1	1
8514	Slack	CheckLastMessages	show latest slack messages	o o o o	show latest slack messages	pokaż ostatnie wiadomości na slacku	pokaż ostatnie wiadomości na slacku	1	1
8524	Slack	CheckLastMessages	find the latest slack messages	o o o o o	find the latest slack messages	znajdź ostatnie wiadomości na slacku	znajdź ostatnie wiadomości na slacku	1	1
8516	Slack	CheckLastMessages	show my latest messages on slack	o o o o o o	show my latest messages on slack	pokaż mi ostatnie wiadomości na slacku	pokaż mi ostatnie wiadomości na slacku	0	1
8511	Slack	CheckLastMessages	check latest slack messages	o o o o	check latest slack messages	sprawdź ostatnie wiadomości na slacku	sprawdź ostatnie wiadomości na slacku	1	1
8529	Slack	CheckLastMessages	search for the last slack messages	o o o o o o	search for the last slack messages	wyszukaj ostatnie wiadomości na slacku	wyszukaj ostatnie wiadomości na slacku	1	1
8530	Slack	CheckLastMessages	search for the latest slack messages	o o o o o o	search for the latest slack messages	wyszukaj ostatnie wiadomości na slacku	wyszukaj ostatnie wiadomości na slacku	1	1
8533	Slack	CheckLastMessages	has anyone wrote to me on slack	o o o o o o o	has anyone wrote to me on slack	czy ktoś napisał do mnie na slacku	czy ktoś napisał do mnie na slacku	1	1
8537	Slack	CheckMessagesFromUser	show me recent messages from hank kady in slack	o o o o o b-sender i-sender o o	show me recent messages from <a>hank kady<a> in slack	pokaż mi ostatnie wiadomości od <a>hank kady<a> na slacku	pokaż mi ostatnie wiadomości od hank kady na slacku	1	1
8540	Slack	CheckMessagesFromUser	display recent messages from jesse malton in slack	o o o o b-sender i-sender o o	display recent messages from <a>jesse malton<a> in slack	pokaż ostatnie wiadomości od <a>jesse malton<a> na slacku	pokaż ostatnie wiadomości od jesse malton na slacku	1	1
8548	Slack	CheckMessagesFromUser	find the messages i received on slack from mercedes marwick	o o o o o o o o b-sender i-sender	find the messages i received on slack from <a>mercedes marwick<a>	znajdź wiadomości które otrzymałem od <a>mercedes marwick<a> na slacku	znajdź wiadomości które otrzymałem od mercedes marwick na slacku	1	1
8549	Slack	CheckMessagesFromUser	search for the messages i received on slack from william brezinski	o o o o o o o o o b-sender i-sender	search for the messages i received on slack from <a>william brezinski<a>	wyszukaj wiadomości które otrzymałem od <a>william brezinski<a> na slacku	wyszukaj wiadomości które otrzymałem od william brezinski na slacku	1	1
8550	Slack	CheckMessagesFromUser	search for the messages i received on slack from melvin chrispen	o o o o o o o o o b-sender i-sender	search for the messages i received on slack from <a>melvin chrispen<a>	wyszukaj wiadomości które otrzymałem od <a>melvina chrispen<a> na slacku	wyszukaj wiadomości które otrzymałem od melvina chrispen na slacku	1	1
8544	Slack	CheckMessagesFromUser	get messages i received on slack from a.arent	o o o o o o o b-sender	get messages i received on slack from <a>a.arent<a>	ściągnij wiadomości które otrzymałem od <a>a.arent<a> na slacku	ściągnij wiadomości które otrzymałem od a.arent na slacku	1	1
8542	Slack	CheckMessagesFromUser	display messages i received on slack from charlotte stoney	o o o o o o o b-sender i-sender	display messages i received on slack from <a>charlotte stoney<a>	pokaż wiadomości które otrzymałem od <a>charlotte stoney<a> na slacku	pokaż wiadomości które otrzymałem od charlotte stoney na slacku	1	1
8547	Slack	CheckMessagesFromUser	find the messages i received on slack from leslie sahler	o o o o o o o o b-sender i-sender	find the messages i received on slack from <a>leslie sahler<a>	znajdź wiadomości które otrzymałem od <a>leslie sahler<a> na slacku	znajdź wiadomości które otrzymałem od leslie sahler na slacku	1	1
8545	Slack	CheckMessagesFromUser	find my messages i received on slack from tate	o o o o o o o o b-sender	find my messages i received on slack from <a>tate<a>	znajdź moje wiadomości które otrzymałem od <a>tate<a> na slacku	znajdź moje wiadomości które otrzymałem od tate na slacku	1	1
8535	Slack	CheckMessagesFromUser	check messages i received on slack from astrid	o o o o o o o b-sender	check messages i received on slack from <a>astrid<a>	sprawdź wiadomości które otrzymałem od <a>astrid<a> na slacku	sprawdź wiadomości które otrzymałem od astrid na slacku	1	1
8562	Slack	CheckMessagesInChannel	find the slack messages in teamsters i received in the last hour	o o o o o b-channel o o o o o o	find the slack messages in <a>teamsters<a> i received in the last hour	znajdź mi wiadomości na slackowym kanale <a>teamsters<a> w ciągu ostatniej godziny	znajdź mi wiadomości na slackowym kanale teamsters w ciągu ostatniej godziny	1	1
8551	Slack	CheckMessagesInChannel	check messages i received on slack in party	o o o o o o o b-channel	check messages i received on slack in <a>party<a>	sprawdź moje wiadomości na slackowym kanale <a>party<a> ostatnio	sprawdź moje wiadomości na slackowym kanale party ostatnio	0	1
8555	Slack	CheckMessagesInChannel	display messages i received on slacken time line	o o o o o o o o	display messages i received on slacken time line	pokaż wiadomości które otrzymałem na slacku	pokaż wiadomości które otrzymałem na slacku	0	1
8552	Slack	CheckMessagesInChannel	check slack messages in river i received in the last hour	o o o o b-channel o o o o o o	check slack messages in <a>river<a> i received in the last hour	sprawdź mi wiadomości na slackowym kanale <a>river<a> w ciągu ostatniej godziny	sprawdź mi wiadomości na slackowym kanale river w ciągu ostatniej godziny	1	1
8561	Slack	CheckMessagesInChannel	find the messages i received on slack in speculate	o o o o o o o o b-channel	find the messages i received on slack in <a>speculate<a>	znajdź mi wiadomości na slackowym kanale <a>speculate<a> ostatnio	znajdź mi wiadomości na slackowym kanale speculate ostatnio	0	1
8553	Slack	CheckMessagesInChannel	show messages i received on slack in jogging	o o o o o o o b-channel	show messages i received on slack in <a>jogging<a>	pokaż mi wiadomości na slackowym kanale <a>jogging<a> ostatnio	pokaż mi wiadomości na slackowym kanale jogging ostatnio	0	1
8558	Slack	CheckMessagesInChannel	get slack messages in steps i received in the last hour	o o o o b-channel o o o o o o	get slack messages in <a>steps<a> i received in the last hour	pokaż mi wiadomości na slackowym kanale <a>steps<a> w ciągu ostatniej godziny	pokaż mi wiadomości na slackowym kanale steps w ciągu ostatniej godziny	1	1
8556	Slack	CheckMessagesInChannel	display slack messages in fundamentally i received in the last hour	o o o o b-channel o o o o o o	display slack messages in <a>fundamentally<a> i received in the last hour	pokaż mi wiadomości na slackowym kanale <a>fundamentally<a> w ciągu ostatniej godziny	pokaż mi wiadomości na slackowym kanale fundamentally w ciągu ostatniej godziny	1	1
8564	Slack	CheckMessagesInChannel	search for the slack messages in confidentially i received in the last hour	o o o o o o b-channel o o o o o o	search for the slack messages in <a>confidentially<a> i received in the last hour	wyszukaj wiadomości na slackowym kanale <a>confidentially<a> w ciągu ostatniej godziny	wyszukaj wiadomości na slackowym kanale confidentially w ciągu ostatniej godziny	1	1
8559	Slack	CheckMessagesInChannel	find my slack messages in porter i received in the last hour	o o o o o b-channel o o o o o o	find my slack messages in <a>porter<a> i received in the last hour	znajdź moje wiadomości na slackowym kanale <a>porter<a> w ciągu ostatniej godziny	znajdź moje wiadomości na slackowym kanale porter w ciągu ostatniej godziny	1	1
